split,gene,chrom,tss
train,AT3G48920,3,18139172
train,AT3G48930,3,18142281
train,AT3G48970,3,18153643
train,AT3G48980,3,18155087
train,AT3G48990,3,18161486
train,AT3G49000,3,18162560
train,AT3G49030,3,18173087
train,AT3G49040,3,18177482
train,AT3G49045,3,18178861
train,AT3G49050,3,18180907
train,AT3G49055,3,18186968
train,AT3G49060,3,18192145
train,AT3G49070,3,18193867
train,AT3G49080,3,18196784
train,AT3G49100,3,18196308
train,AT3G49110,3,18200587
train,AT3G49115,3,18205775
train,AT3G49120,3,18207651
train,AT3G49130,3,18210453
train,AT3G49190,3,18234391
train,AT3G49200,3,18237646
train,AT3G49210,3,18241524
train,AT3G49230,3,18254232
train,AT3G49240,3,18255961
train,AT3G49250,3,18260998
train,AT3G49260,3,18262290
train,AT3G49360,3,18304466
train,AT3G49370,3,18308091
train,AT3G49380,3,18313621
train,AT3G49390,3,18318041
train,AT3G49440,3,18336317
train,AT3G49450,3,18338542
train,AT3G49460,3,18340616
train,AT3G49470,3,18340934
train,AT3G49480,3,18344137
train,AT3G49490,3,18348730
train,AT3G49530,3,18364959
train,AT3G49540,3,18365678
train,AT3G49550,3,18367897
train,AT3G49551,3,18368988
train,AT3G49560,3,18370521
train,AT3G49570,3,18373147
train,AT3G49580,3,18375940
train,AT3G49590,3,18377409
train,AT3G49620,3,18393747
train,AT3G49630,3,18397725
train,AT3G49640,3,18402962
train,AT3G49645,3,18404987
train,AT3G49650,3,18409784
train,AT3G49660,3,18413564
train,AT3G49668,3,18418485
train,AT3G49670,3,18417568
train,AT3G49680,3,18422542
train,AT3G49690,3,18427735
train,AT3G49725,3,18445457
train,AT3G49730,3,18450181
train,AT3G49740,3,18447725
train,AT3G49744,3,18450405
train,AT3G49750,3,18451659
train,AT3G49760,3,18456125
train,AT3G49770,3,18461876
train,AT3G49780,3,18465318
train,AT3G49790,3,18469962
train,AT3G49796,3,18471057
train,AT3G49800,3,18473771
train,AT3G49810,3,18477032
train,AT3G49820,3,18481027
train,AT3G49830,3,18482249
train,AT3G49870,3,18494285
train,AT3G49880,3,18496182
train,AT3G49890,3,18499164
train,AT3G49900,3,18502778
train,AT3G49910,3,18504164
train,AT3G49920,3,18507835
train,AT3G49925,3,18507812
train,AT3G49930,3,18510056
train,AT3G49960,3,18525792
train,AT3G49970,3,18529525
train,AT3G49980,3,18531634
train,AT3G49990,3,18534415
train,AT3G50000,3,18534450
train,AT3G50010,3,18539648
train,AT3G50020,3,18542690
train,AT3G50030,3,18548240
train,AT3G50040,3,18551375
train,AT3G50050,3,18557460
train,AT3G50060,3,18559326
train,AT3G50070,3,18566834
train,AT3G50110,3,18584813
train,AT3G50120,3,18587352
train,AT3G50123,3,18587974
train,AT3G50130,3,18591273
train,AT3G50170,3,18603840
train,AT3G50180,3,18607162
train,AT3G50190,3,18611263
train,AT3G50300,3,18643860
train,AT3G50310,3,18649521
train,AT3G50320,3,18654717
train,AT3G50330,3,18658377
train,AT3G50340,3,18666691
train,AT3G50350,3,18672102
train,AT3G50360,3,18674137
train,AT3G50370,3,18684377
train,AT3G50373,3,18685121
train,AT3G50380,3,18700710
train,AT3G50390,3,18702060
train,AT3G50420,3,18713649
train,AT3G50430,3,18713676
train,AT3G50440,3,18718396
train,AT3G50450,3,18722234
train,AT3G50460,3,18727666
train,AT3G50470,3,18728935
train,AT3G50480,3,18733021
train,AT3G50500,3,18744174
train,AT3G50505,3,18744879
train,AT3G50510,3,18746045
train,AT3G50520,3,18747954
train,AT3G50530,3,18753337
train,AT3G50540,3,18757749
train,AT3G50550,3,18759348
train,AT3G50610,3,18780514
train,AT3G50640,3,18804731
train,AT3G50650,3,18808243
train,AT3G50660,3,18817405
train,AT3G50665,3,18826040
train,AT3G50670,3,18829684
train,AT3G50710,3,18846905
train,AT3G50720,3,18849430
train,AT3G50730,3,18853137
train,AT3G50740,3,18857040
train,AT3G50750,3,18863397
train,AT3G50760,3,18867834
train,AT3G50770,3,18873911
train,AT3G50780,3,18877744
train,AT3G50790,3,18882237
train,AT3G50800,3,18883033
train,AT3G50808,3,18888047
train,AT3G50810,3,18890263
train,AT3G50820,3,18892508
train,AT3G50825,3,18893484
train,AT3G50830,3,18895587
train,AT3G50835,3,18896871
train,AT3G50840,3,18898680
train,AT3G50845,3,18901209
train,AT3G50850,3,18902152
train,AT3G50860,3,18901997
train,AT3G50870,3,18910947
train,AT3G50880,3,18913310
train,AT3G50890,3,18916014
train,AT3G50895,3,18917433
train,AT3G50900,3,18917782
train,AT3G50910,3,18919327
train,AT3G50940,3,18933751
train,AT3G50950,3,18935674
train,AT3G50960,3,18940428
train,AT3G50970,3,18940643
train,AT3G50980,3,18941925
train,AT3G50990,3,18943135
train,AT3G51000,3,18946621
train,AT3G51010,3,18948197
train,AT3G51020,3,18949645
train,AT3G51030,3,18952109
train,AT3G51040,3,18953801
train,AT3G51050,3,18953842
train,AT3G51110,3,18983626
train,AT3G51120,3,18992074
train,AT3G51130,3,18994026
train,AT3G51135,3,18997715
train,AT3G51140,3,18997600
train,AT3G51150,3,19000677
train,AT3G51160,3,19008724
train,AT3G51171,3,19010805
train,AT3G51180,3,19013389
train,AT3G51190,3,19017547
train,AT3G51200,3,19019173
train,AT3G51210,3,19020886
train,AT3G51220,3,19022647
train,AT3G51230,3,19024352
train,AT3G51238,3,19026779
train,AT3G51240,3,19025192
train,AT3G51250,3,19028106
train,AT3G51260,3,19030926
train,AT3G51330,3,19056447
train,AT3G51340,3,19060087
train,AT3G51470,3,19099849
train,AT3G51480,3,19100676
train,AT3G51490,3,19107797
train,AT3G51500,3,19108080
train,AT3G51510,3,19108990
train,AT3G51520,3,19110596
train,AT3G51530,3,19114643
train,AT3G51540,3,19115184
train,AT3G51550,3,19120949
train,AT3G51560,3,19125913
train,AT3G51570,3,19126329
train,AT3G51620,3,19143334
train,AT3G51630,3,19148871
train,AT3G51770,3,19204464
train,AT3G51780,3,19208648
train,AT3G51790,3,19210849
train,AT3G51800,3,19213776
train,AT3G51810,3,19214722
train,AT3G51820,3,19219128
train,AT3G51830,3,19220116
train,AT3G51860,3,19239305
train,AT3G51870,3,19243902
train,AT3G51880,3,19249200
train,AT3G51890,3,19251112
train,AT3G51910,3,19265141
train,AT3G51920,3,19269658
train,AT3G51930,3,19271347
train,AT3G52040,3,19304861
train,AT3G52050,3,19304886
train,AT3G52060,3,19312281
train,AT3G52070,3,19312718
train,AT3G52072,3,19314685
train,AT3G52075,3,19313420
train,AT3G52080,3,19314966
train,AT3G52090,3,19319123
train,AT3G52100,3,19319223
train,AT3G52105,3,19323158
train,AT3G52110,3,19325895
train,AT3G52115,3,19326035
train,AT3G52120,3,19328490
train,AT3G52130,3,19332597
train,AT3G52210,3,19366984
train,AT3G52220,3,19371074
train,AT3G52230,3,19371135
train,AT3G52240,3,19375960
train,AT3G52250,3,19376138
train,AT3G52260,3,19386553
train,AT3G52270,3,19388944
train,AT3G52280,3,19391424
train,AT3G52440,3,19435122
train,AT3G52450,3,19442427
train,AT3G52460,3,19446637
train,AT3G52470,3,19450506
train,AT3G52500,3,19467455
train,AT3G52510,3,19470813
train,AT3G52520,3,19473339
train,AT3G52525,3,19474945
train,AT3G52550,3,19492987
train,AT3G52560,3,19496147
train,AT3G52561,3,19497650
train,AT3G52565,3,19500988
train,AT3G52570,3,19501130
train,AT3G52620,3,19513044
train,AT3G52630,3,19513937
train,AT3G52640,3,19520596
train,AT3G52660,3,19521654
train,AT3G52700,3,19538403
train,AT3G52710,3,19534585
train,AT3G52720,3,19542286
train,AT3G52730,3,19544365
train,AT3G52740,3,19547171
train,AT3G52742,3,19549011
train,AT3G52748,3,19548972
train,AT3G52860,3,19592768
train,AT3G52870,3,19595834
train,AT3G52940,3,19633328
train,AT3G52941,3,19633473
train,AT3G52950,3,19634331
train,AT3G52955,3,19637128
train,AT3G52960,3,19639549
train,AT3G53000,3,19653910
train,AT3G53010,3,19658124
train,AT3G53020,3,19662025
train,AT3G53030,3,19662195
train,AT3G53040,3,19666497
train,AT3G53050,3,19669084
train,AT3G53060,3,19670166
train,AT3G53065,3,19672726
train,AT3G53070,3,19674533
train,AT3G53075,3,19676310
train,AT3G53080,3,19677938
train,AT3G53090,3,19679177
train,AT3G53100,3,19686984
train,AT3G53110,3,19687740
train,AT3G53120,3,19692578
train,AT3G53250,3,19742687
train,AT3G53260,3,19747114
train,AT3G53270,3,19753280
train,AT3G53280,3,19755689
train,AT3G53290,3,19758157
train,AT3G53294,3,19760108
train,AT3G53300,3,19760475
train,AT3G53305,3,19763618
train,AT3G53310,3,19768786
train,AT3G53320,3,19772453
train,AT3G53330,3,19772930
train,AT3G53340,3,19776289
train,AT3G53342,3,19777087
train,AT3G53350,3,19782750
train,AT3G53360,3,19783849
train,AT3G53365,3,19787255
train,AT3G53370,3,19788907
train,AT3G53380,3,19791695
train,AT3G53390,3,19792466
train,AT3G53450,3,19815666
train,AT3G53460,3,19821519
train,AT3G53470,3,19822679
train,AT3G53480,3,19825267
train,AT3G53490,3,19832448
train,AT3G53500,3,19837088
train,AT3G53510,3,19839983
train,AT3G53520,3,19841374
train,AT3G53530,3,19845097
train,AT3G53540,3,19851045
train,AT3G53550,3,19856870
train,AT3G53560,3,19861178
train,AT3G53680,3,19897955
train,AT3G53690,3,19900235
train,AT3G53700,3,19900240
train,AT3G53710,3,19905590
train,AT3G53720,3,19910244
train,AT3G53730,3,19913515
train,AT3G53740,3,19915066
train,AT3G53750,3,19915257
train,AT3G53760,3,19922512
train,AT3G53770,3,19923304
train,AT3G53775,3,19924377
train,AT3G53780,3,19927026
train,AT3G53790,3,19928478
train,AT3G53800,3,19930798
train,AT3G53840,3,19945571
train,AT3G53850,3,19949346
train,AT3G53860,3,19951350
train,AT3G53870,3,19951424
train,AT3G53920,3,19963980
train,AT3G53930,3,19966149
train,AT3G53940,3,19973769
train,AT3G53950,3,19975339
train,AT3G53960,3,19981086
train,AT3G54020,3,20005616
train,AT3G54030,3,20010927
train,AT3G54040,3,20015653
train,AT3G54050,3,20016837
train,AT3G54060,3,20020926
train,AT3G54065,3,20022235
train,AT3G54070,3,20023603
train,AT3G54080,3,20025267
train,AT3G54085,3,20027991
train,AT3G54090,3,20028052
train,AT3G54100,3,20038200
train,AT3G54110,3,20038670
train,AT3G54120,3,20042340
train,AT3G54130,3,20044580
train,AT3G54140,3,20048745
train,AT3G54150,3,20052931
train,AT3G54160,3,20053020
train,AT3G54170,3,20056664
train,AT3G54180,3,20059671
train,AT3G54190,3,20064161
train,AT3G54200,3,20065607
train,AT3G54210,3,20068614
train,AT3G54220,3,20069987
train,AT3G54230,3,20073028
train,AT3G54240,3,20080856
train,AT3G54366,3,20132886
train,AT3G54380,3,20137007
train,AT3G54390,3,20139244
train,AT3G54400,3,20142763
train,AT3G54410,3,20144398
train,AT3G54420,3,20145905
train,AT3G54430,3,20148221
train,AT3G54440,3,20157199
train,AT3G54450,3,20158440
train,AT3G54480,3,20173530
train,AT3G54490,3,20173605
train,AT3G54500,3,20179070
train,AT3G54510,3,20180007
train,AT3G54550,3,20194663
train,AT3G54560,3,20196140
train,AT3G54570,3,20199202
train,AT3G54610,3,20213406
train,AT3G54620,3,20220497
train,AT3G54625,3,20220674
train,AT3G54630,3,20223028
train,AT3G54640,3,20225523
train,AT3G54650,3,20229214
train,AT3G54660,3,20233211
train,AT3G54670,3,20235506
train,AT3G54680,3,20244284
train,AT3G54690,3,20246504
train,AT3G54700,3,20250948
train,AT3G54710,3,20251812
train,AT3G54750,3,20268885
train,AT3G54760,3,20272504
train,AT3G54770,3,20276016
train,AT3G54780,3,20278798
train,AT3G54790,3,20285290
train,AT3G54800,3,20286070
train,AT3G54810,3,20296130
train,AT3G54820,3,20301759
train,AT3G54830,3,20315887
train,AT3G54840,3,20318412
train,AT3G54850,3,20321353
train,AT3G54880,3,20338598
train,AT3G54890,3,20341176
train,AT3G54900,3,20342464
train,AT3G54910,3,20345594
train,AT3G54920,3,20344785
train,AT3G54925,3,20349980
train,AT3G54930,3,20353007
train,AT3G54940,3,20354351
train,AT3G54950,3,20361560
train,AT3G54960,3,20366874
train,AT3G54970,3,20370131
train,AT3G54980,3,20370205
train,AT3G55060,3,20407103
train,AT3G55070,3,20408274
train,AT3G55080,3,20416043
train,AT3G55090,3,20418910
train,AT3G55100,3,20423114
train,AT3G55110,3,20427384
train,AT3G55120,3,20431597
train,AT3G55130,3,20436453
train,AT3G55140,3,20438627
train,AT3G55150,3,20442650
train,AT3G55160,3,20452626
train,AT3G55170,3,20454530
train,AT3G55180,3,20454746
train,AT3G55190,3,20457919
train,AT3G55200,3,20460329
train,AT3G55210,3,20465095
train,AT3G55220,3,20471171
train,AT3G55230,3,20471787
train,AT3G55240,3,20475332
train,AT3G55250,3,20479121
train,AT3G55252,3,20481322
train,AT3G55270,3,20496081
train,AT3G55280,3,20500234
train,AT3G55290,3,20502443
train,AT3G55320,3,20513533
train,AT3G55330,3,20515392
train,AT3G55340,3,20515630
train,AT3G55350,3,20518266
train,AT3G55390,3,20534412
train,AT3G55400,3,20539138
train,AT3G55410,3,20541269
train,AT3G55470,3,20564081
train,AT3G55480,3,20571248
train,AT3G55485,3,20571434
train,AT3G55513,3,20585420
train,AT3G55515,3,20590263
train,AT3G55520,3,20593661
train,AT3G55530,3,20597603
train,AT3G55540,3,20598218
train,AT3G55550,3,20602129
train,AT3G55560,3,20606650
train,AT3G55566,3,20608742
train,AT3G55570,3,20610671
train,AT3G55620,3,20634057
train,AT3G55630,3,20636607
train,AT3G55640,3,20639647
train,AT3G55677,3,20663983
train,AT3G55680,3,20666315
train,AT3G55690,3,20666887
train,AT3G55700,3,20671115
train,AT3G55730,3,20684063
train,AT3G55735,3,20693686
train,AT3G55740,3,20695433
train,AT3G55750,3,20698431
train,AT3G55760,3,20700314
train,AT3G55770,3,20703171
train,AT3G55780,3,20705577
train,AT3G55790,3,20708196
train,AT3G55795,3,20709173
train,AT3G55800,3,20709294
train,AT3G55810,3,20713236
train,AT3G55820,3,20713709
train,AT3G55830,3,20714946
train,AT3G55840,3,20718866
train,AT3G55900,3,20742653
train,AT3G55910,3,20742676
train,AT3G55920,3,20745153
train,AT3G55930,3,20746265
train,AT3G55935,3,20746975
train,AT3G55940,3,20747629
train,AT3G55950,3,20756690
train,AT3G55960,3,20763056
train,AT3G55970,3,20769410
train,AT3G55980,3,20776220
train,AT3G55990,3,20780175
train,AT3G56000,3,20785885
train,AT3G56010,3,20788610
train,AT3G56020,3,20791163
train,AT3G56030,3,20791173
train,AT3G56040,3,20797670
train,AT3G56050,3,20801428
train,AT3G56060,3,20806333
train,AT3G56070,3,20808168
train,AT3G56080,3,20813110
train,AT3G56085,3,20813589
train,AT3G56090,3,20816035
train,AT3G56100,3,20819819
train,AT3G56110,3,20823106
train,AT3G56120,3,20823146
train,AT3G56130,3,20826576
train,AT3G56140,3,20829282
train,AT3G56150,3,20837275
train,AT3G56160,3,20841734
train,AT3G56170,3,20842145
train,AT3G56180,3,20844611
train,AT3G56190,3,20848695
train,AT3G56200,3,20849762
train,AT3G56210,3,20855610
train,AT3G56220,3,20858742
train,AT3G56230,3,20862395
train,AT3G56240,3,20864727
train,AT3G56250,3,20865913
train,AT3G56260,3,20869024
train,AT3G56270,3,20870000
train,AT3G56290,3,20879783
train,AT3G56300,3,20880016
train,AT3G56310,3,20882729
train,AT3G56320,3,20890102
train,AT3G56330,3,20890235
train,AT3G56340,3,20893478
train,AT3G56350,3,20895634
train,AT3G56360,3,20896332
train,AT3G56408,3,20915472
train,AT3G56410,3,20921338
train,AT3G56590,3,20964643
train,AT3G56600,3,20968444
train,AT3G56610,3,20972084
train,AT3G56650,3,20984635
train,AT3G56660,3,20988320
train,AT3G56670,3,20989995
train,AT3G56680,3,20991280
train,AT3G56690,3,20998695
train,AT3G56700,3,21002155
train,AT3G56705,3,21004259
train,AT3G56710,3,21008068
train,AT3G56720,3,21010632
train,AT3G56790,3,21034455
train,AT3G56800,3,21036166
train,AT3G56810,3,21039074
train,AT3G56820,3,21041760
train,AT3G56880,3,21059785
train,AT3G56890,3,21063717
train,AT3G56891,3,21064986
train,AT3G56900,3,21066122
train,AT3G56910,3,21070356
train,AT3G56920,3,21070558
train,AT3G56930,3,21073330
train,AT3G56940,3,21076505
train,AT3G56950,3,21079925
train,AT3G56960,3,21079957
train,AT3G57010,3,21097481
train,AT3G57020,3,21100519
train,AT3G57030,3,21103719
train,AT3G57040,3,21109059
train,AT3G57050,3,21114737
train,AT3G57060,3,21121160
train,AT3G57062,3,21121323
train,AT3G57100,3,21134482
train,AT3G57110,3,21134776
train,AT3G57120,3,21138821
train,AT3G57130,3,21147558
train,AT3G57140,3,21153636
train,AT3G57150,3,21156075
train,AT3G57157,3,21157011
train,AT3G57160,3,21158867
train,AT3G57240,3,21183144
train,AT3G57250,3,21186651
train,AT3G57260,3,21189967
train,AT3G57270,3,21193189
train,AT3G57280,3,21193680
train,AT3G57290,3,21199319
train,AT3G57300,3,21199150
train,AT3G57310,3,21208642
train,AT3G57320,3,21209916
train,AT3G57330,3,21216836
train,AT3G57340,3,21218751
train,AT3G57350,3,21225424
train,AT3G57360,3,21225540
train,AT3G57370,3,21228475
train,AT3G57380,3,21229727
train,AT3G57390,3,21233472
train,AT3G57400,3,21238223
train,AT3G57410,3,21251159
train,AT3G57420,3,21255482
train,AT3G57430,3,21258488
train,AT3G57440,3,21258646
train,AT3G57450,3,21261046
train,AT3G57460,3,21265827
train,AT3G57465,3,21269031
train,AT3G57510,3,21285941
train,AT3G57520,3,21293171
train,AT3G57530,3,21299704
train,AT3G57600,3,21332774
train,AT3G57610,3,21336720
train,AT3G57620,3,21337533
train,AT3G57680,3,21380648
train,AT3G57750,3,21393963
train,AT3G57760,3,21395297
train,AT3G57765,3,21398132
train,AT3G57770,3,21397542
train,AT3G57780,3,21402940
train,AT3G57785,3,21405217
train,AT3G57787,3,21404843
train,AT3G57790,3,21407624
train,AT3G57800,3,21411904
train,AT3G57810,3,21415760
train,AT3G57830,3,21419449
train,AT3G57880,3,21434648
train,AT3G57890,3,21438075
train,AT3G57900,3,21442574
train,AT3G57910,3,21442642
train,AT3G57920,3,21446035
train,AT3G57930,3,21448842
train,AT3G57940,3,21449254
train,AT3G57960,3,21463091
train,AT3G57965,3,21466799
train,AT3G57970,3,21465226
train,AT3G57980,3,21469422
train,AT3G57990,3,21471694
train,AT3G58030,3,21484156
train,AT3G58035,3,21487317
train,AT3G58040,3,21488433
train,AT3G58050,3,21492145
train,AT3G58060,3,21499943
train,AT3G58070,3,21507739
train,AT3G58120,3,21523518
train,AT3G58130,3,21527530
train,AT3G58140,3,21532572
train,AT3G58150,3,21534135
train,AT3G58160,3,21534064
train,AT3G58165,3,21542282
train,AT3G58193,3,21559060
train,AT3G58196,3,21559244
train,AT3G58200,3,21561516
train,AT3G58210,3,21564067
train,AT3G58220,3,21566497
train,AT3G58230,3,21567396
train,AT3G58240,3,21569827
train,AT3G58250,3,21572143
train,AT3G58350,3,21592962
train,AT3G58360,3,21594866
train,AT3G58370,3,21597116
train,AT3G58380,3,21599608
train,AT3G58390,3,21601334
train,AT3G58460,3,21626701
train,AT3G58470,3,21628569
train,AT3G58480,3,21629072
train,AT3G58490,3,21632812
train,AT3G58500,3,21639136
train,AT3G58510,3,21639978
train,AT3G58580,3,21664095
train,AT3G58585,3,21665284
train,AT3G58590,3,21666082
train,AT3G58600,3,21671292
train,AT3G58610,3,21671433
train,AT3G58620,3,21680027
train,AT3G58670,3,21706137
train,AT3G58680,3,21707247
train,AT3G58690,3,21709128
train,AT3G58700,3,21711445
train,AT3G58740,3,21723790
train,AT3G58750,3,21728137
train,AT3G58760,3,21728144
train,AT3G58770,3,21732122
train,AT3G58780,3,21738160
train,AT3G58790,3,21746324
train,AT3G58795,3,21745458
train,AT3G58800,3,21748228
train,AT3G58810,3,21749966
train,AT3G58820,3,21752533
train,AT3G58860,3,21765306
train,AT3G58875,3,21767298
train,AT3G58877,3,21768367
train,AT3G58880,3,21770167
train,AT3G58890,3,21771046
train,AT3G58900,3,21772813
train,AT3G58910,3,21776079
train,AT3G58920,3,21776293
train,AT3G58930,3,21780663
train,AT3G58940,3,21783676
train,AT3G58950,3,21785840
train,AT3G58960,3,21788807
train,AT3G58970,3,21791476
train,AT3G58980,3,21797006
train,AT3G58990,3,21798303
train,AT3G59000,3,21799248
train,AT3G59010,3,21805335
train,AT3G59020,3,21817699
train,AT3G59030,3,21819040
train,AT3G59100,3,21842964
train,AT3G59110,3,21854640
train,AT3G59120,3,21860302
train,AT3G59130,3,21862807
train,AT3G59140,3,21869036
train,AT3G59150,3,21872831
train,AT3G59160,3,21875023
train,AT3G59170,3,21878167
train,AT3G59180,3,21880719
train,AT3G59220,3,21893812
train,AT3G59230,3,21897787
train,AT3G59240,3,21900364
train,AT3G59245,3,21901188
train,AT3G59250,3,21903284
train,AT3G59260,3,21903839
train,AT3G59270,3,21907872
train,AT3G59280,3,21910738
train,AT3G59290,3,21911501
train,AT3G59380,3,21944170
train,AT3G59390,3,21946086
train,AT3G59400,3,21949796
train,AT3G59410,3,21948851
train,AT3G59480,3,21982989
train,AT3G59490,3,21986351
train,AT3G59500,3,21986463
train,AT3G59510,3,21989847
train,AT3G59520,3,21991826
train,AT3G59530,3,21993253
train,AT3G59540,3,21996840
train,AT3G59550,3,21997052
train,AT3G59590,3,22014167
train,AT3G59600,3,22016376
train,AT3G59610,3,22019553
train,AT3G59620,3,22023435
train,AT3G59630,3,22028523
train,AT3G59640,3,22028649
train,AT3G59680,3,22043919
train,AT3G59690,3,22048557
train,AT3G59695,3,22051595
train,AT3G59700,3,22052121
train,AT3G59730,3,22065957
train,AT3G59740,3,22069058
train,AT3G59750,3,22071837
train,AT3G59760,3,22075453
train,AT3G59765,3,22078361
train,AT3G59770,3,22086236
train,AT3G59780,3,22086333
train,AT3G59790,3,22092400
train,AT3G59870,3,22118298
train,AT3G59880,3,22120876
train,AT3G59890,3,22126630
train,AT3G59900,3,22129505
train,AT3G59910,3,22133604
train,AT3G59920,3,22134951
train,AT3G59923,3,22138723
train,AT3G59926,3,22138918
train,AT3G59930,3,22140320
train,AT3G59940,3,22142856
train,AT3G59950,3,22147712
train,AT3G59960,3,22148189
train,AT3G59970,3,22151164
train,AT3G59980,3,22155641
train,AT3G59990,3,22158954
train,AT3G60000,3,22160815
train,AT3G60010,3,22163601
train,AT3G60020,3,22165376
train,AT3G60030,3,22169984
train,AT3G60040,3,22179728
train,AT3G60050,3,22181970
train,AT3G60060,3,22182291
train,AT3G60070,3,22186657
train,AT3G60075,3,22186916
train,AT3G60080,3,22187275
train,AT3G60090,3,22190782
train,AT3G60100,3,22192730
train,AT3G60110,3,22197529
train,AT3G60120,3,22205931
train,AT3G60130,3,22210026
train,AT3G60140,3,22216540
train,AT3G60150,3,22221972
train,AT3G60160,3,22229487
train,AT3G60176,3,22241164
train,AT3G60180,3,22244125
train,AT3G60190,3,22247976
train,AT3G60200,3,22248892
train,AT3G60210,3,22252899
train,AT3G60220,3,22256177
train,AT3G60238,3,22259844
train,AT3G60240,3,22261648
train,AT3G60260,3,22273799
train,AT3G60270,3,22278837
train,AT3G60280,3,22280691
train,AT3G60286,3,22283719
train,AT3G60290,3,22282423
train,AT3G60300,3,22285138
train,AT3G60310,3,22287682
train,AT3G60320,3,22295529
train,AT3G60328,3,22298525
train,AT3G60330,3,22298373
train,AT3G60360,3,22314427
train,AT3G60370,3,22316625
train,AT3G60380,3,22319628
train,AT3G60415,3,22334424
train,AT3G60420,3,22336013
train,AT3G60440,3,22337791
train,AT3G60450,3,22340859
train,AT3G60460,3,22343576
train,AT3G60470,3,22344758
train,AT3G60480,3,22348351
train,AT3G60490,3,22349308
train,AT3G60530,3,22373013
train,AT3G60540,3,22375916
train,AT3G60550,3,22379740
train,AT3G60560,3,22382458
train,AT3G60570,3,22391153
train,AT3G60580,3,22393823
train,AT3G60590,3,22398228
train,AT3G60600,3,22400110
train,AT3G60630,3,22412663
train,AT3G60640,3,22415751
train,AT3G60650,3,22419115
train,AT3G60660,3,22421344
train,AT3G60690,3,22434864
train,AT3G60700,3,22438223
train,AT3G60710,3,22440198
train,AT3G60720,3,22441771
train,AT3G60730,3,22444890
train,AT3G60740,3,22453521
train,AT3G60750,3,22453668
train,AT3G60760,3,22459202
train,AT3G60770,3,22461779
train,AT3G60870,3,22492811
train,AT3G60880,3,22494739
train,AT3G60890,3,22498099
train,AT3G60900,3,22501239
train,AT3G60910,3,22501544
train,AT3G60920,3,22513244
train,AT3G60940,3,22523701
train,AT3G60950,3,22524475
train,AT3G60960,3,22535676
train,AT3G60961,3,22541319
train,AT3G60966,3,22552560
train,AT3G60970,3,22557282
train,AT3G60972,3,22562576
train,AT3G60975,3,22564003
train,AT3G60980,3,22566773
train,AT3G60990,3,22569975
train,AT3G61028,3,22584938
train,AT3G61030,3,22585655
train,AT3G61035,3,22593683
train,AT3G61040,3,22596125
train,AT3G61050,3,22597216
train,AT3G61060,3,22602816
train,AT3G61070,3,22606878
train,AT3G61080,3,22607099
train,AT3G61090,3,22609853
train,AT3G61100,3,22611321
train,AT3G61105,3,22611410
train,AT3G61110,3,22611521
train,AT3G61111,3,22614002
train,AT3G61113,3,22615577
train,AT3G61117,3,22616558
train,AT3G61118,3,22617427
train,AT3G61120,3,22620529
train,AT3G61130,3,22621912
train,AT3G61140,3,22626167
train,AT3G61150,3,22630331
train,AT3G61220,3,22662849
train,AT3G61230,3,22665690
train,AT3G61240,3,22666147
train,AT3G61250,3,22670729
train,AT3G61260,3,22676851
train,AT3G61270,3,22678034
train,AT3G61280,3,22680960
train,AT3G61290,3,22684407
train,AT3G61300,3,22687570
train,AT3G61310,3,22693150
train,AT3G61320,3,22693421
train,AT3G61340,3,22702530
train,AT3G61350,3,22702632
train,AT3G61360,3,22706141
train,AT3G61370,3,22706242
train,AT3G61380,3,22712077
train,AT3G61390,3,22716238
train,AT3G61400,3,22718846
train,AT3G61410,3,22720921
train,AT3G61430,3,22733243
train,AT3G61440,3,22735663
train,AT3G61450,3,22738353
train,AT3G61460,3,22742772
train,AT3G61470,3,22745514
train,AT3G61480,3,22749780
train,AT3G61490,3,22757761
train,AT3G61500,3,22762388
train,AT3G61510,3,22766010
train,AT3G61520,3,22771404
train,AT3G61530,3,22773790
train,AT3G61540,3,22773386
train,AT3G61545,3,22775922
train,AT3G61550,3,22776242
train,AT3G61560,3,22777741
train,AT3G61570,3,22783938
train,AT3G61571,3,22784182
train,AT3G61580,3,22786022
train,AT3G61590,3,22791898
train,AT3G61600,3,22795422
train,AT3G61610,3,22798984
train,AT3G61620,3,22804104
train,AT3G61630,3,22804998
train,AT3G61640,3,22811024
train,AT3G61650,3,22815216
train,AT3G61660,3,22815989
train,AT3G61670,3,22818589
train,AT3G61680,3,22823423
train,AT3G61690,3,22827539
train,AT3G61700,3,22835127
train,AT3G61710,3,22842446
train,AT3G61715,3,22842522
train,AT3G61720,3,22845398
train,AT3G61723,3,22846925
train,AT3G61730,3,22850475
train,AT3G61740,3,22857016
train,AT3G61750,3,22859669
train,AT3G61755,3,22860127
train,AT3G61760,3,22864229
train,AT3G61770,3,22864543
train,AT3G61780,3,22871612
train,AT3G61790,3,22873833
train,AT3G61800,3,22878667
train,AT3G61810,3,22877168
train,AT3G61820,3,22881775
train,AT3G61825,3,22881807
train,AT3G61826,3,22886723
train,AT3G61829,3,22887322
train,AT3G61830,3,22887889
train,AT3G61840,3,22892466
train,AT3G61880,3,22907958
train,AT3G61960,3,22945329
train,AT3G61962,3,22947233
train,AT3G61970,3,22951323
train,AT3G61980,3,22956966
train,AT3G61990,3,22959018
train,AT3G62000,3,22961321
train,AT3G62010,3,22964534
